character,count,selected_count,train_count,test_count,val_count,id
Hoshizora Ikuyo,66,62,50,6,6,4264
Assassin (Mata Hari),65,62,50,6,6,4265
Himuro Sena,65,62,50,6,6,4266
Fuyuki Minami,65,62,50,6,6,4267
Son Biten,65,62,50,6,6,4268
Ushimi Ichigo,64,62,50,6,6,4269
Manaka Ao,63,62,50,6,6,4270
Yorita Yoshino,63,62,50,6,6,4271
Leafeon,150,61,49,6,6,4272
Insane Black・・・Rock Shooter,125,61,49,6,6,4273
Aiba Asagi,103,61,49,6,6,4274
Elizabeth Ethel Cordelia Midford,98,61,49,6,6,4275
Alita,97,61,49,6,6,4276
Risotto Nero,92,61,49,6,6,4277
Kanamori Sayaka,91,61,49,6,6,4278
Shibusawa Tatsuhiko,88,61,49,6,6,4279
Lunch (DRAGON BALL),88,61,49,6,6,4280
Alice Margatroid (Young),87,61,49,6,6,4281
Genda Koujirou,87,61,49,6,6,4282
Feferi Peixes,86,61,49,6,6,4283
Kiki (Majo no Takkyuubin),86,61,49,6,6,4284
Princess Mﾃｩrida,85,61,49,6,6,4285
Nagasone Kotetsu,82,61,49,6,6,4286
Hasegawa Chisato,80,61,49,6,6,4287
Rider (Constantine XI),80,61,49,6,6,4288
Sophie Neuenmuller,79,61,49,6,6,4289
Koito Yuu,78,61,49,6,6,4290
Kogarasumaru (Touken Ranbu),78,61,49,6,6,4291
Rumiho Akiha,78,61,49,6,6,4292
Kikumaru Eiji,78,61,49,6,6,4293
Sena Airi,77,61,49,6,6,4294
Asuka Momoko,76,61,49,6,6,4295
Pyocola Analogue,76,61,49,6,6,4296
Niwatari Kutaka,74,61,49,6,6,4297
Cornelia li Britannia,74,61,49,6,6,4298
Ex Rumia,73,61,49,6,6,4299
Snow White (Disney) (Character),73,61,49,6,6,4300
Yahisa Tsukiko,72,61,49,6,6,4301
Isurugi Mio,72,61,49,6,6,4302
Chocolat Meilleure,71,61,49,6,6,4303
Arisu Yurika,71,61,49,6,6,4304
Senkawa Chihiro,70,61,49,6,6,4305
Female Protagonist (Pokﾃｩmon GO),70,61,49,6,6,4306
Unlovely,70,61,49,6,6,4307
Lyney,70,61,49,6,6,4308
Prince of Wales,67,61,49,6,6,4309
Degenbrecher,67,61,49,6,6,4310
Hakaze Kaoru,67,61,49,6,6,4311
Hermione (Azur Lane),67,61,49,6,6,4312
Nowaki (Kantai Collection),66,61,49,6,6,4313
Popukar,66,61,49,6,6,4314
Ingrid,65,61,49,6,6,4315
Fuji Kiseki,65,61,49,6,6,4316
Tsugumi (GUILTY CROWN),65,61,49,6,6,4317
Mizutani Eri,65,61,49,6,6,4318
Tiese Shtolienen,65,61,49,6,6,4319
Sothis (Fire Emblem),64,61,49,6,6,4320
Kurokami Fubuki,64,61,49,6,6,4321
Neptune (Azur Lane),64,61,49,6,6,4322
Commandant Teste (Kantai Collection),64,61,49,6,6,4323
Sovetskaya Belorussiya,64,61,49,6,6,4324
Kuroe Shizuku,64,61,49,6,6,4325
Katagiri Sanae,64,61,49,6,6,4326
Matsuwa (Kantai Collection),63,61,49,6,6,4327
Susan Grace,105,60,48,6,6,4328
Walnut Cookie,104,60,48,6,6,4329
Yogurt Cream Cookie,95,60,48,6,6,4330
Nihongou,91,60,48,6,6,4331
Boris Airay,89,60,48,6,6,4332
Katakura Kojuurou (Sengoku Basara),89,60,48,6,6,4333
Viola (ONE PIECE),84,60,48,6,6,4334
Badarp Slead,81,60,48,6,6,4335
Reigen Arataka,81,60,48,6,6,4336
Lumpy,81,60,48,6,6,4337
Orion (AMNESIA),79,60,48,6,6,4338
Ame-chan,78,60,48,6,6,4339
Koleda Belobog,75,60,48,6,6,4340
Lulu (Final Fantasy),74,60,48,6,6,4341
Destroyer Hime (Kantai Collection),74,60,48,6,6,4342
Kujou Tenn,74,60,48,6,6,4343
Totooria Helmold,73,60,48,6,6,4344
Zelos Wilder,73,60,48,6,6,4345
Haiyi,73,60,48,6,6,4346
Kimishima Ayano,70,60,48,6,6,4347
Void Princess (Aisha),70,60,48,6,6,4348
T.M. Opera O,69,60,48,6,6,4349
Nakagawa Natsuki,69,60,48,6,6,4350
Helvetica Orsted,69,60,48,6,6,4351
Gitano,68,60,48,6,6,4352
Isuzu Hana,68,60,48,6,6,4353
Heath (Black Star),67,60,48,6,6,4354
Nisshin (Kantai Collection),67,60,48,6,6,4355
Tsurumaki Maki,67,60,48,6,6,4356
Claire Bernardus,67,60,48,6,6,4357
Yoroizuka Mizore,67,60,48,6,6,4358
Heathcliff (Mahoutsukai no Yakusoku),67,60,48,6,6,4359
Felt (Re:Zero),67,60,48,6,6,4360
Aquila Yuna,67,60,48,6,6,4361
Starfire,66,60,48,6,6,4362
Richard Ranashinha Dvorpian,66,60,48,6,6,4363
Akira (Black Star),66,60,48,6,6,4364
Yuri Touichirou,66,60,48,6,6,4365
Senpai (Tejina-senpai),66,60,48,6,6,4366
Galahad (Fate/Grand Order),65,60,48,6,6,4367
ONE (CeVIO),65,60,48,6,6,4368
Akizuki Mikoto,65,60,48,6,6,4369
Ark Royal (Kantai Collection),64,60,48,6,6,4370
Ajax,64,60,48,6,6,4371
Ginnojou,63,60,48,6,6,4372
Nanael,63,60,48,6,6,4373
Plymouth (Azur Lane),63,60,48,6,6,4374
Hinazuki Kayo,63,60,48,6,6,4375
Yuzuki Saya,62,60,48,6,6,4376
Takanami (Kantai Collection),62,60,48,6,6,4377
Ayunda Risu,62,60,48,6,6,4378
Selen Tatsuki,62,60,48,6,6,4379
Urushibara Kaguya,60,60,48,6,6,4380
Mu Qing,109,59,47,6,6,4381
Guido Mista,102,59,47,6,6,4382
Yamato (NARUTO),102,59,47,6,6,4383
Sabito,92,59,47,6,6,4384
Captain America,91,59,47,6,6,4385
Zenpouji Isaku,90,59,47,6,6,4386
Melone (Vento Aureo),89,59,47,6,6,4387
Koala (ONE PIECE),87,59,47,6,6,4388
Daisuke Umon,85,59,47,6,6,4389
Tashigi,81,59,47,6,6,4390
Teufel Diabolos,79,59,47,6,6,4391
Irie Shouichi,78,59,47,6,6,4392
Kuroh Nadeshiko,77,59,47,6,6,4393
A-ya,76,59,47,6,6,4394
Daki,75,59,47,6,6,4395
Sengo Muramasa (Touken Ranbu),75,59,47,6,6,4396
Izayoi Miku,74,59,47,6,6,4397
Uzumaki Himawari,74,59,47,6,6,4398
Lyna the Light Charmer,74,59,47,6,6,4399
Ryone Yami,74,59,47,6,6,4400
Ibuki Ryuunosuke,73,59,47,6,6,4401
Natsume Zange,73,59,47,6,6,4402
Shimizu Keiichi,73,59,47,6,6,4403
Hiiragi Yanosuke,72,59,47,6,6,4404
Matsudappoiyo,72,59,47,6,6,4405
Moana (Character),72,59,47,6,6,4406
Magni Dezmond,71,59,47,6,6,4407
Ara Haan,71,59,47,6,6,4408
Midna (True Form),71,59,47,6,6,4409
Minakata Hizuru,70,59,47,6,6,4410
Valentine (Skullgirls),69,59,47,6,6,4411
Chrom (Fire Emblem),69,59,47,6,6,4412
Ayazuki Mei,69,59,47,6,6,4413
Yui Shousetsu (Fate/Samurai Remnant),68,59,47,6,6,4414
Bonne Jenet,68,59,47,6,6,4415
Marciana,68,59,47,6,6,4416
InuYasha (Human Form),68,59,47,6,6,4417
Gangut (Kantai Collection),67,59,47,6,6,4418
Julio (Pretty Cure),67,59,47,6,6,4419
Absinthe (Arknights),66,59,47,6,6,4420
Pascal (Tales of Graces),66,59,47,6,6,4421
Yukine (Noragami),66,59,47,6,6,4422
Reno (Azur Lane),66,59,47,6,6,4423
Closure,65,59,47,6,6,4424
Blemishine,65,59,47,6,6,4425
Nito Nazuna,65,59,47,6,6,4426
Kawakaze (Azur Lane),64,59,47,6,6,4427
Kurumi (Lycoris Recoil),62,59,47,6,6,4428
South Dakota,62,59,47,6,6,4429
Mizuha Mimori,61,59,47,6,6,4430
Kuon (Utawarerumono),61,59,47,6,6,4431
Cellica (Fire Emblem),61,59,47,6,6,4432
G41 (Girls Frontline),61,59,47,6,6,4433
Ooshio (Kantai Collection),61,59,47,6,6,4434
Nagatsuki (Kantai Collection),60,59,47,6,6,4435
Kasane Ao,60,59,47,6,6,4436
Master Artoria,60,59,47,6,6,4437
Lucid,59,59,47,6,6,4438
Koiwai Yotsuba,107,58,46,6,6,4439
Avenger (Fate/hollow ataraxia),104,58,46,6,6,4440
Nier (Character),98,58,46,6,6,4441
Jiggy Pepper,95,58,46,6,6,4442
Arsene Lupin III,93,58,46,6,6,4443
Lucifel,90,58,46,6,6,4444
Nepeta Leijon,90,58,46,6,6,4445
Dalian,83,58,46,6,6,4446
Olivier Mira Armstrong,81,58,46,6,6,4447
Gaming,80,58,46,6,6,4448
Caster (Elizabeth Bathory),80,58,46,6,6,4449
Oga Tatsumi,79,58,46,6,6,4450
Tao Ren,78,58,46,6,6,4451
Madobe Nanami,77,58,46,6,6,4452
Iwatooshi,77,58,46,6,6,4453
Harai Kuko,76,58,46,6,6,4454
Oozora Hiro,75,58,46,6,6,4455
Aida Riko,75,58,46,6,6,4456
Ray (Yakusoku no Neverland),75,58,46,6,6,4457
Jane Crocker,73,58,46,6,6,4458
Reinare,72,58,46,6,6,4459
Amu (nico Nico Singer),72,58,46,6,6,4460
Souda Kazuichi,72,58,46,6,6,4461
Hizamaru,71,58,46,6,6,4462
Canada (Female),71,58,46,6,6,4463
Youko Kurama,71,58,46,6,6,4464
Justice (Helltaker),71,58,46,6,6,4465
Ko-gil,70,58,46,6,6,4466
Mashu,70,58,46,6,6,4467
Tomoegata Naginata,70,58,46,6,6,4468
Ning Hai,70,58,46,6,6,4469
Tanaka Kotoha,69,58,46,6,6,4470
Kaitou Jeanne,69,58,46,6,6,4471
Zelda (Twilight Princess),68,58,46,6,6,4472
Menace,68,58,46,6,6,4473
Kazesawa Sora,67,58,46,6,6,4474
Bastet (P&D),67,58,46,6,6,4475
Pinecone (Arknights),67,58,46,6,6,4476
Nui Sociere,66,58,46,6,6,4477
Silver Soldier Anby,66,58,46,6,6,4478
Tenma Gabriel White,66,58,46,6,6,4479
Shirayuki Chiyo,66,58,46,6,6,4480
Mitotsudaira Nate,66,58,46,6,6,4481
Suzuka Utako,65,58,46,6,6,4482
Ogata Rizu,65,58,46,6,6,4483
Rider (Elizabeth Bathory),65,58,46,6,6,4484
Sakuraba Aoi,64,58,46,6,6,4485
Komaki Manaka,64,58,46,6,6,4486
Meteorite (Arknights),64,58,46,6,6,4487
Kawashima Ami,63,58,46,6,6,4488
Kusunoki Yukimura,62,58,46,6,6,4489
Kyouno Madoka,62,58,46,6,6,4490
Ushimaki Riko,61,58,46,6,6,4491
Shirogane Lily,61,58,46,6,6,4492
Bad End Peace,60,58,46,6,6,4493
Himesaki Rinami,60,58,46,6,6,4494
Hakase Fuyuki,60,58,46,6,6,4495
Kadenokouji Yukari,60,58,46,6,6,4496
Sandaime Muramasa,59,58,46,6,6,4497
Thor Odinson,113,57,46,6,5,4498
Tiger Lily Cookie,101,57,46,6,5,4499
Kuma,98,57,46,6,5,4500
Alina Clover,98,57,46,6,5,4501
Uchiha Shisui,96,57,46,6,5,4502
Snufkin,91,57,46,6,5,4503
Kadota Kyouhei,89,57,46,6,5,4504
Shiraishi Kageyuki,82,57,46,6,5,4505
Sora Naegino,81,57,46,6,5,4506
Katsuragi Keima,81,57,46,6,5,4507
Rolo Lamperouge,80,57,46,6,5,4508
Shyvana,80,57,46,6,5,4509
Barok van Zieks,79,57,46,6,5,4510
Katrielle Layton,78,57,46,6,5,4511
Aurora Sya Lis Goodereste,77,57,46,6,5,4512
Belle (Beauty and the Beast),76,57,46,6,5,4513
Kujo Hikari,76,57,46,6,5,4514
Lalafell,76,57,46,6,5,4515
Kayo (Ken ga Kimi),75,57,46,6,5,4516
Lancer (Gareth),75,57,46,6,5,4517
Ishimori Uka,74,57,46,6,5,4518
Marinette Dupain-Cheng,74,57,46,6,5,4519
Goku Black,73,57,46,6,5,4520
Blueberry Pie Cookie,73,57,46,6,5,4521
Rider (Fate/Samurai Remnant),73,57,46,6,5,4522
Yamanbagiri Chougi,72,57,46,6,5,4523
Lenneth (Valkyrie Profile),71,57,46,6,5,4524
Roll Caskett,71,57,46,6,5,4525
Elen,71,57,46,6,5,4526
Himari (Omamori Himari),70,57,46,6,5,4527
Utsushimi Camie,70,57,46,6,5,4528
Yumizuka Satsuki,69,57,46,6,5,4529
Sasa Kazamori,69,57,46,6,5,4530
Rider (Koha-Ace),68,57,46,6,5,4531
Saber (Lancelot),68,57,46,6,5,4532
Ark Royal,68,57,46,6,5,4533
Abraham Van Helsing,67,57,46,6,5,4534
Ibuki Tsubasa,67,57,46,6,5,4535
Daenerys Targaryen,66,57,46,6,5,4536
Uiharu Kazari,66,57,46,6,5,4537
Yuno (Hidamari Sketch),66,57,46,6,5,4538
Theresa (Arknights),66,57,46,6,5,4539
Lisanna Strauss,66,57,46,6,5,4540
Minase Rio,65,57,46,6,5,4541
Douki-chan,65,57,46,6,5,4542
Yakuo (Black Star),64,57,46,6,5,4543
Yura (Ayakashi Koimeguri),64,57,46,6,5,4544
Yuzuriha (Jigokuraku),63,57,46,6,5,4545
Hitomi (Dead or Alive),62,57,46,6,5,4546
Juliet Persia,62,57,46,6,5,4547
Yuuki Sakuna,62,57,46,6,5,4548
Nikaidou Shinku,62,57,46,6,5,4549
Fediel,62,57,46,6,5,4550
El Condor Pasa,62,57,46,6,5,4551
Enna Alouette,61,57,46,6,5,4552
Ilsa (Granblue Fantasy),61,57,46,6,5,4553
Yashio Rui,61,57,46,6,5,4554
Mukai Takumi,60,57,46,6,5,4555
Ibaraki Yoshimi,59,57,46,6,5,4556
Miyaura Sanshio,59,57,46,6,5,4557
London (Azur Lane),58,57,46,6,5,4558
Charlotte Katakuri,147,56,45,6,5,4559
Shigaraki Tomura,119,56,45,6,5,4560
Ryan Goldsmith,93,56,45,6,5,4561
Shinguuji Korekiyo,84,56,45,6,5,4562
Sakuramori Akane,80,56,45,6,5,4563
Takao Ameku,79,56,45,6,5,4564
Son Goku (Saiyuki),79,56,45,6,5,4565
Cherry Cookie,79,56,45,6,5,4566
Serizawa Momoka (Tokyo 7th Sisters),77,56,45,6,5,4567
Kaf,74,56,45,6,5,4568
Snow (Mahoutsukai no Yakusoku),73,56,45,6,5,4569
Lan XiChen,72,56,45,6,5,4570
Buran-ko,71,56,45,6,5,4571
Creamy Mami,69,56,45,6,5,4572
Jahy,69,56,45,6,5,4573
Echo,69,56,45,6,5,4574
Shinjou Hinaki,68,56,45,6,5,4575
Lambdadelta,68,56,45,6,5,4576
Hisui (Tsukihime),68,56,45,6,5,4577
Kaede (Pokﾃｩmon),68,56,45,6,5,4578
Bai Qi (Koi to Producer),67,56,45,6,5,4579
Kiryu Moeka,67,56,45,6,5,4580
Asta,67,56,45,6,5,4581
Hyuuga Hanabi,66,56,45,6,5,4582
Yamada Saburou,66,56,45,6,5,4583
Hyacine,66,56,45,6,5,4584
Chabashira Tenko,66,56,45,6,5,4585
Komano Aunn,66,56,45,6,5,4586
Elly,66,56,45,6,5,4587
Akatsuki (Log Horizon),66,56,45,6,5,4588
Sougetsu Gakuto,66,56,45,6,5,4589
Nemo (Pokﾃｩmon),65,56,45,6,5,4590
Saionji Hiyoko,65,56,45,6,5,4591
Avenger (Nitocris Alter),65,56,45,6,5,4592
Musa,65,56,45,6,5,4593
Evil・・・Twin Kisikil,64,56,45,6,5,4594
Renjouji Bell,64,56,45,6,5,4595
Gotou Jun,63,56,45,6,5,4596
Rororina Fryxell,63,56,45,6,5,4597
Dorothea Arnold,63,56,45,6,5,4598
Mikono Suzushiro,63,56,45,6,5,4599
Ootori Eiichi,63,56,45,6,5,4600
South Italy (Female),62,56,45,6,5,4601
Yumekawa Yui,62,56,45,6,5,4602
Chel,62,56,45,6,5,4603
Lei Fang,62,56,45,6,5,4604
Percival (Granblue Fantasy),62,56,45,6,5,4605
Kirigaya Touko,61,56,45,6,5,4606
Yaia (Granblue Fantasy),61,56,45,6,5,4607
Nio (Granblue Fantasy),61,56,45,6,5,4608
Sasaki Chie,61,56,45,6,5,4609
Tosa,60,56,45,6,5,4610
Shirakawa Kotori,60,56,45,6,5,4611
Princess (Princess Principal),60,56,45,6,5,4612
Tsukinose Vignette April,59,56,45,6,5,4613
Leon Magnus,59,56,45,6,5,4614
Lecia (Shingeki no Bahamut),59,56,45,6,5,4615
Menjou Hare,58,56,45,6,5,4616
Catherine Savasula,58,56,45,6,5,4617
Rain (ALO),58,56,45,6,5,4618
Suzuya (Kantai Collection),58,56,45,6,5,4619
Kazagumo (Kantai Collection),58,56,45,6,5,4620
Yat Sen,58,56,45,6,5,4621
Yumesaki Kaede,57,56,45,6,5,4622
Sunny (Omori),168,55,44,6,5,4623
Franky,142,55,44,6,5,4624
Inuzuka Kiba,109,55,44,6,5,4625
Nicholas D. Wolfwood,95,55,44,6,5,4626
Cavendish,93,55,44,6,5,4627
Kira Izuru,88,55,44,6,5,4628
La Folia Rihavein,87,55,44,6,5,4629
Ash Phoenix,84,55,44,6,5,4630
Fon,83,55,44,6,5,4631
Morichika Rinnosuke,82,55,44,6,5,4632
Legolas,77,55,44,6,5,4633
Sairenji Haruna,77,55,44,6,5,4634
Dante (Ninja Theory),75,55,44,6,5,4635
Alice Claudia,73,55,44,6,5,4636
Aohitsugi Nemu,72,55,44,6,5,4637
Hosshiiwa,69,55,44,6,5,4638
Tachibana Sylphynford,69,55,44,6,5,4639
Jyahnar,69,55,44,6,5,4640
Yaotome Gaku,68,55,44,6,5,4641
Satellizer L. Bridget,68,55,44,6,5,4642
France (Female),67,55,44,6,5,4643
Tatsumi Takeshi,67,55,44,6,5,4644
Pace (Arcana Famiglia),67,55,44,6,5,4645
Rukia (Sound Horizon),67,55,44,6,5,4646
Shindoine,66,55,44,6,5,4647
Nomura L,65,55,44,6,5,4648
Fiora,65,55,44,6,5,4649
Yarai Miu,65,55,44,6,5,4650
Pekomama,65,55,44,6,5,4651
Nakata Sae,65,55,44,6,5,4652
Platinum Berlitz,64,55,44,6,5,4653
Kobayashi Rindou,64,55,44,6,5,4654
Evil・・・Twin Lilla,64,55,44,6,5,4655
Meme (ME!ME!ME!),63,55,44,6,5,4656
Midori (Greenwood),63,55,44,6,5,4657
Cassandra Alexandra,62,55,44,6,5,4658
Kuuya (Ayakashi Koimeguri),61,55,44,6,5,4659
Annelotte,61,55,44,6,5,4660
Viper (Valorant),61,55,44,6,5,4661
Ines (Arknights),60,55,44,6,5,4662
Avenger (Mysterious Ranmaru X),60,55,44,6,5,4663
Helel ben Shalem,59,55,44,6,5,4664
Lan Yan,59,55,44,6,5,4665
Tokiwa Nanaka,59,55,44,6,5,4666
Welrod MkII (Girls Frontline),59,55,44,6,5,4667
Lilliel,59,55,44,6,5,4668
Kongou (Azur Lane),58,55,44,6,5,4669
Dorothy (Princess Principal),58,55,44,6,5,4670
Nagara,57,55,44,6,5,4671
Kagami Masara,57,55,44,6,5,4672
9A-91 (Girls Frontline),57,55,44,6,5,4673
Kohaku (Yua),57,55,44,6,5,4674
Ichihara Yuuko,159,54,43,5,6,4675
Reborn,144,54,43,5,6,4676
Osaki Nana,127,54,43,5,6,4677
Lancer of Black,102,54,43,5,6,4678
Franken Stein,101,54,43,5,6,4679
Largo Lloyd,98,54,43,5,6,4680
Castiel,88,54,43,5,6,4681
Kitagawa Yuusuke,87,54,43,5,6,4682
Road Kamelot,84,54,43,5,6,4683
Jack (Nico Nico Singer),83,54,43,5,6,4684
Elliot Nightray,82,54,43,5,6,4685
Nanaba (Shingeki no Kyojin),79,54,43,5,6,4686
Imai Nobume,79,54,43,5,6,4687
Nishi Joichiro,78,54,43,5,6,4688
Ogiwara Sayu,76,54,43,5,6,4689
Niizuma Eiji,75,54,43,5,6,4690
Yami Marik,75,54,43,5,6,4691
Kakei Sumire,74,54,43,5,6,4692
Aisha (Elsword),74,54,43,5,6,4693
Lafrenze,73,54,43,5,6,4694
Kome-Kome,73,54,43,5,6,4695
Koizumi Itsuki,73,54,43,5,6,4696
Necrass,72,54,43,5,6,4697
Axel (Kingdom Hearts),71,54,43,5,6,4698
Tsuyuri Kumin,69,54,43,5,6,4699
Amamiya Yuuko,69,54,43,5,6,4700
Shining Dream,69,54,43,5,6,4701
Assassin (Fate/stay night),68,54,43,5,6,4702
Shadow Queen,67,54,43,5,6,4703
Kicchou Yachie,67,54,43,5,6,4704
Miyouji,67,54,43,5,6,4705
Shizue (Doubutsu no Mori),67,54,43,5,6,4706
Chariot (Black・・・Rock Shooter),65,54,43,5,6,4707
Nova (Arcana Famiglia),65,54,43,5,6,4708
Sweet S.,65,54,43,5,6,4709
Kurebayashi Juri,65,54,43,5,6,4710
Hoshihara Hikaru,64,54,43,5,6,4711
Yarizui Sen,64,54,43,5,6,4712
Shidou Hikaru,64,54,43,5,6,4713
Kasaki Nozomi,64,54,43,5,6,4714
Suou Pavlichenko,63,54,43,5,6,4715
Mozu Shepherd,63,54,43,5,6,4716
Toujou Koneko,63,54,43,5,6,4717
Tinasha,63,54,43,5,6,4718
Cure Tomorrow,63,54,43,5,6,4719
Mikoshiba Momotaro,63,54,43,5,6,4720
Aila Jyrkiﾃ､inen,62,54,43,5,6,4721
Felix Argyle,62,54,43,5,6,4722
Hanazono Shuuka,62,54,43,5,6,4723
Shy (Character),62,54,43,5,6,4724
Pepe (Arknights),62,54,43,5,6,4725
Ruler (Himiko),61,54,43,5,6,4726
Tamura Yukari (Character),61,54,43,5,6,4727
Aina Rive,61,54,43,5,6,4728
Shiomiya Shiori,61,54,43,5,6,4729
Chen Hai (Azur Lane),61,54,43,5,6,4730
Blue Girl,60,54,43,5,6,4731
Kokonoe,60,54,43,5,6,4732
Izmir (Granblue Fantasy),60,54,43,5,6,4733
Sanzu Haruchiyo,60,54,43,5,6,4734
Herrscher of Reason,60,54,43,5,6,4735
Shigure Hakka,60,54,43,5,6,4736
Beatrice (Princess Principal),60,54,43,5,6,4737
Hoshina Mizuho,60,54,43,5,6,4738
Fuyutsuki (Kantai Collection),59,54,43,5,6,4739
Hibiscus (Arknights),59,54,43,5,6,4740
Mayer (Arknights),59,54,43,5,6,4741
Sophie Twilight,58,54,43,5,6,4742
Hiromachi Nanami,58,54,43,5,6,4743
Chizuru Maki (Dream!Ing),58,54,43,5,6,4744
Amamiya Rizumu,58,54,43,5,6,4745
Azusa Mifuyu,58,54,43,5,6,4746
Le Temeraire,58,54,43,5,6,4747
Shibuya Tomochika,57,54,43,5,6,4748
Mizumoto Yukari,56,54,43,5,6,4749
Hina (Kamisama ni Natta hi),56,54,43,5,6,4750
Olivia (Shingeki no Bahamut),56,54,43,5,6,4751
Alpha (Kage No Jitsuryokusha Ni Naritakute),56,54,43,5,6,4752
Ruler (Melusine),56,54,43,5,6,4753
Tsukishiro Hitomi,56,54,43,5,6,4754
Saotome Shino (Chigusa Minori),55,54,43,5,6,4755
Berserker (Brynhild),55,54,43,5,6,4756
Hornet (Kantai Collection),54,54,43,5,6,4757
Tony Tony Chopper,247,53,42,5,6,4758
Zero (Megaman X),122,53,42,5,6,4759
Timekeeper Cookie,98,53,42,5,6,4760
Minamiya Natsuki,93,53,42,5,6,4761
Ren (Human),92,53,42,5,6,4762
Tatsumi Kanji,88,53,42,5,6,4763
Red (Pokﾃｩmon SPECIAL),87,53,42,5,6,4764
Suzutsuki Kanade,83,53,42,5,6,4765
Yuki (Kimi wa Meido-sama),79,53,42,5,6,4766
Graham Aker,77,53,42,5,6,4767
Yanagi Aiji,77,53,42,5,6,4768
Estelle Bright,76,53,42,5,6,4769
Rock Briefers,73,53,42,5,6,4770
Pannacotta Fugo,72,53,42,5,6,4771
Sakuraba Neku,72,53,42,5,6,4772
Kofune Ushio,70,53,42,5,6,4773
Ishikawa Goemon XIII,69,53,42,5,6,4774
Kamisaki Hikaru,69,53,42,5,6,4775
Oerba Dia Vanille,68,53,42,5,6,4776
Reina (Tekken),68,53,42,5,6,4777
Shanoa,68,53,42,5,6,4778
Lilith (Hazbin),68,53,42,5,6,4779
clear (Nico Nico Singer),68,53,42,5,6,4780
Gowther (Nanatsu no Taizai),67,53,42,5,6,4781
Otto Suwen,67,53,42,5,6,4782
Hildegard,66,53,42,5,6,4783
Saeki Yuzuru,66,53,42,5,6,4784
Villetta Nu,65,53,42,5,6,4785
Daryl Yan,65,53,42,5,6,4786
37 (Reverse: 1999),64,53,42,5,6,4787
Hell Kaiser Ryou,63,53,42,5,6,4788
Pallas (Arknights),63,53,42,5,6,4789
Tokugawa Iemitsu,62,53,42,5,6,4790
Baobao Feng,62,53,42,5,6,4791
Principality of Wy,62,53,42,5,6,4792
Kogami Akira,62,53,42,5,6,4793
Koizumi Mahiru,61,53,42,5,6,4794
Tenjin Kotone,61,53,42,5,6,4795
Grayfia Lucifuge,61,53,42,5,6,4796
Lisbeth (ALO),60,53,42,5,6,4797
Oz (Mahoutsukai no Yakusoku),60,53,42,5,6,4798
Nyubara Reona,59,53,42,5,6,4799
Rodney,57,53,42,5,6,4800
Harmonie (Arknights),57,53,42,5,6,4801
Wayu (Fire Emblem),56,53,42,5,6,4802
Irisu Fuyumi,56,53,42,5,6,4803
Kyouko (River City Girls),56,53,42,5,6,4804
Asagumo (Kantai Collection),55,53,42,5,6,4805
Galleon,55,53,42,5,6,4806
Iri Flina,55,53,42,5,6,4807
Montpelier,55,53,42,5,6,4808
Nishizono Chigusa,53,53,42,5,6,4809
Demiurge (Overlord),92,52,42,5,5,4810
Albert Wesker,90,52,42,5,5,4811
Isaac Foster,89,52,42,5,5,4812
Hyuuga Junpei,82,52,42,5,5,4813
White・・・Rock Shooter,82,52,42,5,5,4814
Sun Quan,82,52,42,5,5,4815
Matsuno Osomatsu,79,52,42,5,5,4816
Miyanagi Chinami,78,52,42,5,5,4817
Okabe Rintarou,73,52,42,5,5,4818
Lewin Light,73,52,42,5,5,4819
Sakaki (Azumanga Daioh),72,52,42,5,5,4820
Sakine Meiko,70,52,42,5,5,4821
Hihara Kazuki,70,52,42,5,5,4822
Kuzuryuu Fuyuhiko,70,52,42,5,5,4823
Umino Iruka,69,52,42,5,5,4824
Nausicaa,68,52,42,5,5,4825
Tidus,67,52,42,5,5,4826
Archer of Black,67,52,42,5,5,4827
Reed the Flame Shadow,66,52,42,5,5,4828
Kisara,66,52,42,5,5,4829
Fire Keeper,66,52,42,5,5,4830
Rozﾃｩ (CODE GEASS),66,52,42,5,5,4831
Soukaku,66,52,42,5,5,4832
Li Zeyan,65,52,42,5,5,4833
Urabe Mikoto,65,52,42,5,5,4834
Aurora (League Of Legends),65,52,42,5,5,4835
Ryuuzaki Umi,65,52,42,5,5,4836
Yamanaka Sawako,64,52,42,5,5,4837
Yunoha Thrul,64,52,42,5,5,4838
Renﾃｩ Tamaki Richard de Grantaine,64,52,42,5,5,4839
Ikusaba Mukuro,63,52,42,5,5,4840
Soulburner,63,52,42,5,5,4841
Gran (Granblue Fantasy),63,52,42,5,5,4842
Black Heart,62,52,42,5,5,4843
Vanitas (Vanitas no Shuki),62,52,42,5,5,4844
Tachibana Marika,62,52,42,5,5,4845
Vita (Houkai 3rd),62,52,42,5,5,4846
Herrscher Of Finality,62,52,42,5,5,4847
Remus Lupin,61,52,42,5,5,4848
Yellow Diamond,61,52,42,5,5,4849
Ruru-chan,61,52,42,5,5,4850
Akutagawa Ryuunosuke (Bungou to Alchemist),61,52,42,5,5,4851
Julie Sigtuna,61,52,42,5,5,4852
Charlotte E. Yeager,60,52,42,5,5,4853
Maria Grace Fleed,60,52,42,5,5,4854
Emma Grace Frost,59,52,42,5,5,4855
Micaiah,59,52,42,5,5,4856
Wahira Nagomi,59,52,42,5,5,4857
Kishinami (Kantai Collection),59,52,42,5,5,4858
Sonny Brisko,59,52,42,5,5,4859
Orie Ballardiae,59,52,42,5,5,4860
